067,Kaveri Angrakha,"Category_Kurta, Category_Women, Collection_Nadiyan Kinare, Color_White, Color_Yellow, Neck Type_V Neck, Price_1K to 2K, Sale, Style_Closed Angarakha"
061,Narmada Angrakha,"Category_Kurta, Category_Women, Collection_Nadiyan Kinare, Color_Rani Pink, Neck Type_V Neck, Price_1K to 2K, Style_Closed Angarakha"
055,Godavari Angrakha,"Category_Kurta, Category_Women, Collection_Nadiyan Kinare, Color_Coffee, Neck Type_V Neck, Price_1K to 2K, Sale, Style_Closed Angarakha"
049,Beas Kurta,"Category_Kurta, Category_Women, Collection_Nadiyan Kinare, Color_Pea Nut, Color_White, Neck Type_Boat, Price_1K to 2K, Sale, Style_Straight Cut"
043,Tapti Kurta,"Category_Kurta, Category_Women, Collection_Nadiyan Kinare, Color_Light Orange, Color_White, Neck Type_Boat, Price_1K to 2K, Sale, Style_Straight Cut"
037,Doda Kurta,"Category_Kurta, Category_Women, Collection_Nadiyan Kinare, Color_Brown, Neck Type_Boat, Price_1K to 2K, Sale, Style_Straight Cut"
031,Hoogly Kurta,"Category_Kurta, Category_Women, Color_Antique Moss, Color_White, Neck Type_Round, Price_1K to 2K, Sale, Style_A Line"
025,Sutlej Kurta,"Category_Kurta, Category_Women, Collection_Nadiyan Kinare, Color_Blue, Color_White, Neck Type_Round, Price_1K to 2K, Style_A Line"
019,Chenab Kurta,"Category_Kurta, Category_Women, Collection_Nadiyan Kinare, Color_Peach, Color_White, Neck_Round Neck, Price_1K to 2K, Sale, Style_Straight Cut"
013,Alaknanda Kurta,"Category_Kurta, Category_Women, Collection_Nadiyan Kinare, Color_White, Neck Type_Deep Round, Price_1K to 2K, Sale, Style_Straight Cut"
007,Betwa Kurta,"Category_Kurta, Category_Women, Collection_Nadiyan Kinare, Color_Blue, Color_White, Neck Type_Deep Round, Price_1K to 2K, Sale, Style_Straight Cut"
001,Kosi Kurta,"Category_Kurta, Category_Women, Collection_Nadiyan Kinare, Color_Peach, Neck Type_Deep Round, Price_1K to 2K, Sale, Style_Straight Cut"
